popularity,budget,revenue,runtime,vote_count,vote_average,release_year,release_month,release_day_of_week,profit,roi,num_production_companies,num_keywords,has_tagline,overview_length,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western
31.715,68000000.0,96976270.0,131.0,3088.0,7.4,2001.0,3.0,2.0,28976270.0,0.4261216176470588,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
31.663,245000000.0,880674609.0,148.0,9725.0,6.53,2015.0,10.0,0.0,635674609.0,2.5945902408163266,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31.662,32000000.0,147332697.0,94.0,7369.0,7.292,2011.0,3.0,2.0,115332697.0,3.60414678125,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
31.645,25000000.0,10589102.0,122.0,951.0,6.121,2009.0,9.0,4.0,-14410898.0,-0.57643592,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31.632,19000000.0,25836616.0,108.0,5156.0,7.007,1996.0,1.0,4.0,6836616.0,0.3598218947368421,0,0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
31.602,200000000.0,321669741.0,140.0,4082.0,6.379,2010.0,5.0,2.0,121669741.0,0.608348705,0,0,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31.6,2500000.0,78900000.0,115.0,2703.0,7.1,1963.0,10.0,3.0,76400000.0,30.56,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31.598,95000000.0,114178613.0,102.0,2283.0,5.486,2014.0,12.0,4.0,19178613.0,0.20188013684210526,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31.545,12000000.0,42345360.0,165.0,1215.0,8.1,2010.0,2.0,2.0,30345360.0,2.52878,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
31.537,40000000.0,149295601.0,121.0,3717.0,7.424,2013.0,12.0,1.0,109295601.0,2.732390025,0,0,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
31.525,80000000.0,311950384.0,104.0,4709.0,7.228,2017.0,2.0,2.0,231950384.0,2.8993798,0,0,1,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31.512,10000000.0,7840873.0,100.0,302.0,6.356,1985.0,6.0,4.0,-2159127.0,-0.2159127,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
31.5,125000000.0,198802074.0,118.0,5017.0,6.0,2012.0,8.0,3.0,73802074.0,0.590416592,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
31.498,16000000.0,14822346.0,86.0,347.0,5.3,2004.0,5.0,4.0,-1177654.0,-0.073603375,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31.456,70000000.0,177427090.0,101.0,3843.0,5.9,2004.0,8.0,3.0,107427090.0,1.5346727142857144,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
31.443,160000000.0,181674817.0,98.0,1858.0,5.8,2006.0,5.0,2.0,21674817.0,0.13546760625,0,0,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
31.434,130000000.0,218122627.0,144.0,3566.0,6.9,2005.0,5.0,1.0,88122627.0,0.6778663615384616,0,0,1,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
31.417,1200000.0,2859750.0,99.0,13000.0,8.139,1992.0,9.0,2.0,1659750.0,1.383125,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31.417,18000000.0,151927281.0,104.0,3100.0,7.148,1988.0,6.0,4.0,133927281.0,7.4404045,0,0,1,3,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
31.413,630000.0,2700000.0,96.0,579.0,7.4,1947.0,6.0,2.0,2070000.0,3.2857142857142856,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
31.412,63000000.0,296938801.0,93.0,2791.0,5.995,2002.0,7.0,4.0,233938801.0,3.713314301587302,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31.407,45000000.0,160078586.0,101.0,2894.0,6.2,2011.0,9.0,3.0,115078586.0,2.5573019111111113,0,0,1,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31.374,15000000.0,146300000.0,154.0,1575.0,7.7,1985.0,12.0,2.0,131300000.0,8.753333333333334,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31.356,10000000.0,31609243.0,100.0,89.0,7.0,2007.0,2.0,2.0,21609243.0,2.1609243,0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
31.322,85000000.0,160388063.0,120.0,4585.0,6.8,2008.0,7.0,4.0,75388063.0,0.8869183882352941,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31.314,74000000.0,1156730962.0,91.0,9706.0,6.393,2015.0,6.0,2.0,1082730962.0,14.631499486486486,0,0,1,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31.31,135000000.0,361832400.0,128.0,2502.0,6.3,1999.0,11.0,2.0,226832400.0,1.68024,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31.299,7000000.0,144492724.0,124.0,5301.0,7.128,2020.0,2.0,2.0,137492724.0,19.641817714285715,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
31.298,70000000.0,123081555.0,101.0,963.0,6.498,2017.0,9.0,3.0,53081555.0,0.7583079285714286,0,0,1,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31.287,4900000.0,148868835.0,81.0,3397.0,6.318,2016.0,7.0,3.0,143968835.0,29.381394897959183,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
31.278,32000000.0,61404394.0,109.0,2620.0,6.8,2019.0,12.0,4.0,29404394.0,0.9188873125,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31.268,3000000.0,67790117.0,120.0,417.0,7.8,2015.0,8.0,4.0,64790117.0,21.596705666666665,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
31.259,150000000.0,413106170.0,105.0,6188.0,6.124,2009.0,5.0,2.0,263106170.0,1.7540411333333332,0,0,1,3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
31.242,20000000.0,41627431.0,115.0,2042.0,6.7,2008.0,3.0,1.0,21627431.0,1.08137155,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31.237,32000000.0,126041322.0,106.0,6306.0,6.223,2013.0,6.0,2.0,94041322.0,2.9387913125,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.225,92000000.0,195702811.0,107.0,5324.0,6.6,2008.0,8.0,5.0,103702811.0,1.1272044673913044,0,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31.218,30000000.0,163644662.0,85.0,1261.0,6.9,1998.0,7.0,5.0,133644662.0,4.454822066666667,0,0,1,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
31.197,2000000.0,14674076.0,101.0,5629.0,6.6,2014.0,9.0,2.0,12674076.0,6.337038,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
31.195,60000000.0,171757863.0,83.0,3970.0,6.139,1998.0,10.0,4.0,111757863.0,1.86263105,0,0,1,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31.17,11936735.0,61631776.0,99.0,421.0,7.719,2019.0,1.0,4.0,49695041.0,4.163202165416255,0,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
31.154,60000000.0,223664608.0,123.0,5052.0,7.4,1994.0,11.0,4.0,163664608.0,2.7277434666666664,0,0,1,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
31.143,4000000.0,72000000.0,94.0,9179.0,7.969,1996.0,2.0,4.0,68000000.0,17.0,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31.137,100000000.0,171720398.0,143.0,6706.0,7.524,2006.0,12.0,3.0,71720398.0,0.71720398,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
31.104,11000000.0,119400000.0,130.0,1296.0,7.7,1991.0,12.0,4.0,108400000.0,9.854545454545455,0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31.096,50000000.0,133511855.0,115.0,3902.0,6.8,2017.0,8.0,4.0,83511855.0,1.6702371,0,0,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.093,5000000.0,60000000.0,109.0,967.0,7.3,1980.0,9.0,2.0,55000000.0,11.0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.09,56000000.0,198636868.0,95.0,2691.0,6.042,2005.0,3.0,4.0,142636868.0,2.5470869285714284,0,0,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31.075,65000000.0,128107642.0,98.0,2698.0,6.6,2008.0,7.0,4.0,63107642.0,0.9708868,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.071,12000000.0,2000371.0,93.0,123.0,5.2,2010.0,8.0,3.0,-9999629.0,-0.8333024166666667,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
31.065,13500000.0,201965915.0,93.0,1462.0,6.6,1990.0,3.0,4.0,188465915.0,13.960438148148148,0,0,1,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
31.061,19000000.0,108047131.0,90.0,1913.0,6.114,2005.0,4.0,3.0,89047131.0,4.686691105263158,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31.061,60000000.0,129181830.0,94.0,1912.0,6.2,2005.0,12.0,2.0,69181830.0,1.1530305,0,0,1,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31.046,78000000.0,179179718.0,103.0,4507.0,5.24,2003.0,2.0,4.0,101179718.0,1.2971758717948718,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31.02,90000000.0,237202299.0,118.0,3807.0,6.391,2000.0,6.0,4.0,147202299.0,1.6355811,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31.018,4000000.0,2363584.0,111.0,408.0,6.3,2019.0,11.0,1.0,-1636416.0,-0.409104,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30.995,3000000.0,19472525.0,86.0,1134.0,6.2,1986.0,8.0,4.0,16472525.0,5.490841666666666,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
30.989,125000000.0,240697856.0,115.0,7094.0,5.4,2016.0,12.0,2.0,115697856.0,0.925582848,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30.974,19000000.0,32686500.0,100.0,1824.0,6.882,2010.0,1.0,4.0,13686500.0,0.7203421052631579,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30.956,60000000.0,163403799.0,91.0,3484.0,5.4,2008.0,6.0,2.0,103403799.0,1.72339665,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
30.942,65000000.0,84785914.0,163.0,9818.0,7.52,2007.0,3.0,4.0,19785914.0,0.3043986769230769,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
30.915,75000000.0,262511490.0,91.0,4017.0,6.42,2005.0,3.0,3.0,187511490.0,2.5001532,0,0,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30.914,175000000.0,381509870.0,94.0,4160.0,6.202,2009.0,3.0,3.0,206509870.0,1.1800564,0,0,1,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30.912,2000000.0,55800000.0,85.0,514.0,5.3,1990.0,1.0,4.0,53800000.0,26.9,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
30.907,27000000.0,71319546.0,97.0,1976.0,7.217,1989.0,11.0,3.0,44319546.0,1.6414646666666666,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.905,2600000.0,32980880.0,91.0,1188.0,6.1,1984.0,4.0,4.0,30380880.0,11.684953846153846,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30.902,1700000.0,9700000.0,88.0,825.0,6.14,1972.0,6.0,3.0,8000000.0,4.705882352941177,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30.832,90000000.0,334901337.0,129.0,9809.0,6.825,2016.0,6.0,3.0,244901337.0,2.7211259666666665,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
30.824,31000000.0,68106245.0,118.0,1472.0,7.2,2000.0,4.0,4.0,37106245.0,1.1969756451612903,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
30.82,28000000.0,16457494.0,108.0,1962.0,6.2,2016.0,2.0,3.0,-11542506.0,-0.41223235714285716,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
30.809,11700000.0,13128530.0,93.0,43.0,6.0,2021.0,10.0,3.0,1428530.0,0.12209658119658119,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.801,65000000.0,147792047.0,97.0,1436.0,7.1,2019.0,8.0,4.0,82792047.0,1.2737238,0,0,1,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.801,21000000.0,113118226.0,101.0,2857.0,5.7,2019.0,4.0,3.0,92118226.0,4.38658219047619,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
30.8,4000000.0,56666667.0,108.0,755.0,7.6,1967.0,12.0,0.0,52666667.0,13.16666675,0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30.792,65000000.0,261317921.0,113.0,5004.0,7.3,1990.0,6.0,4.0,196317921.0,3.0202757076923077,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30.758,5500000.0,15700000.0,105.0,1035.0,7.397,1973.0,4.0,3.0,10200000.0,1.8545454545454545,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
30.755,26000000.0,160846332.0,97.0,3288.0,6.4,2003.0,8.0,1.0,134846332.0,5.186397384615384,0,0,1,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
30.752,40000000.0,108332743.0,104.0,2396.0,6.439,2009.0,2.0,3.0,68332743.0,1.708318575,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30.751,12806000.0,38535221.0,125.0,770.0,7.581,2004.0,9.0,4.0,25729221.0,2.0091535998750585,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30.737,42000000.0,107670357.0,108.0,3724.0,6.2,2014.0,11.0,2.0,65670357.0,1.5635799285714285,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.724,6000000.0,27165581.0,111.0,843.0,7.1,2005.0,8.0,3.0,21165581.0,3.5275968333333334,0,0,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
30.709,30000000.0,102600000.0,129.0,3341.0,7.7,1996.0,3.0,2.0,72600000.0,2.42,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
30.708,90000000.0,199850315.0,106.0,4697.0,6.0,2013.0,8.0,2.0,109850315.0,1.2205590555555557,0,0,1,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
30.688,20000000.0,18432000.0,121.0,1076.0,7.0,1985.0,3.0,2.0,-1568000.0,-0.0784,0,0,1,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30.668,35000000.0,25871834.0,85.0,1537.0,5.197,2008.0,3.0,4.0,-9128166.0,-0.26080474285714283,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30.668,20000000.0,17500000.0,96.0,1213.0,5.124,2018.0,6.0,1.0,-2500000.0,-0.125,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.665,13000000.0,68572378.0,94.0,2638.0,6.8,2013.0,3.0,3.0,55572378.0,4.274798307692308,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30.595,75000000.0,180289970.0,97.0,1767.0,7.529,2019.0,9.0,3.0,105289970.0,1.4038662666666666,0,0,1,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.553,100000000.0,100140916.0,101.0,1603.0,6.5,2009.0,10.0,4.0,140916.0,0.00140916,0,0,1,3,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30.489,8000000.0,52287414.0,89.0,4941.0,7.866,1986.0,8.0,4.0,44287414.0,5.53592675,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30.485,878000.0,10462500.0,102.0,4794.0,8.169,1942.0,11.0,3.0,9584500.0,10.916287015945331,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30.479,48000000.0,390493908.0,143.0,2798.0,6.8,1991.0,6.0,4.0,342493908.0,7.13528975,0,0,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30.472,5300000.0,26072723.0,99.0,189.0,7.0,2015.0,9.0,4.0,20772723.0,3.9193816981132077,0,0,0,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.46,23000000.0,150816700.0,98.0,2078.0,6.689,2008.0,2.0,3.0,127816700.0,5.557247826086956,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
30.453,130000000.0,276572938.0,135.0,5208.0,6.2,2012.0,8.0,2.0,146572938.0,1.1274841384615384,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30.382,35000000.0,31505287.0,103.0,2491.0,6.192,2011.0,10.0,2.0,-3494713.0,-0.09984894285714285,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
30.381,17000000.0,209947037.0,101.0,5870.0,7.61,2001.0,8.0,3.0,192947037.0,11.349825705882353,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
30.367,7200000.0,116019547.0,120.0,1889.0,6.4,1971.0,12.0,1.0,108819547.0,15.113825972222223,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30.366,1700000.0,3400000.0,90.0,2035.0,7.358,2020.0,11.0,4.0,1700000.0,1.0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
30.358,50000000.0,62788218.0,116.0,6951.0,7.098,2016.0,5.0,6.0,12788218.0,0.25576436,0,0,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.341,100000000.0,93920758.0,122.0,3673.0,6.75,2015.0,11.0,4.0,-6079242.0,-0.06079242,0,0,1,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
30.326,4000000.0,11700000.0,173.0,2345.0,7.9,1963.0,7.0,2.0,7700000.0,1.925,0,0,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
30.303,100000000.0,170432927.0,107.0,3632.0,6.3,2010.0,8.0,4.0,70432927.0,0.70432927,0,0,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.277,50000000.0,23717291.0,108.0,232.0,6.3,1985.0,10.0,1.0,-26282709.0,-0.52565418,0,0,1,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
30.268,200000000.0,491868548.0,130.0,6099.0,5.9,2013.0,3.0,3.0,291868548.0,1.45934274,0,0,1,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
30.253,3500000.0,40423945.0,92.0,6063.0,6.906,2015.0,1.0,1.0,36923945.0,10.549698571428571,0,0,1,3,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
30.241,3000000.0,15938065.0,88.0,782.0,4.5,1993.0,8.0,4.0,12938065.0,4.312688333333333,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30.23,135000000.0,282570682.0,96.0,2859.0,6.2,2013.0,7.0,3.0,147570682.0,1.0931161629629629,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.213,13000000.0,35763605.0,84.0,1757.0,6.3,1990.0,11.0,4.0,22763605.0,1.7510465384615386,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
30.205,40000000.0,2158568.0,128.0,520.0,5.9,2016.0,9.0,3.0,-37841432.0,-0.9460358,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30.187,10000000.0,173921954.0,122.0,10335.0,7.903,2001.0,4.0,2.0,163921954.0,16.3921954,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30.184,63000000.0,920100000.0,127.0,15357.0,7.944,1993.0,6.0,4.0,857100000.0,13.604761904761904,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30.167,14000000.0,875386.0,97.0,366.0,5.6,2009.0,10.0,3.0,-13124614.0,-0.9374724285714285,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
30.148,5000000.0,86362372.0,84.0,1270.0,5.4,2014.0,1.0,2.0,81362372.0,16.2724744,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
30.146,15000000.0,5600000.0,87.0,303.0,5.9,1996.0,8.0,4.0,-9400000.0,-0.6266666666666667,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30.142,1000000.0,5199.0,104.0,28.0,5.7,2017.0,7.0,1.0,-994801.0,-0.994801,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.14,82500000.0,240685326.0,107.0,6226.0,6.256,2006.0,6.0,4.0,158185326.0,1.917397890909091,0,0,1,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
30.121,70000000.0,223241637.0,104.0,6078.0,6.65,2008.0,12.0,1.0,153241637.0,2.189166242857143,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30.115,2000000.0,9250000.0,154.0,1725.0,7.373,1962.0,6.0,2.0,7250000.0,3.625,0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30.109,10000000.0,3767399.0,96.0,232.0,6.36,2023.0,9.0,4.0,-6232601.0,-0.6232601,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30.086,40000000.0,262500000.0,108.0,2610.0,6.3,2004.0,11.0,2.0,222500000.0,5.5625,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30.077,6000200.0,7048886.0,94.0,920.0,5.9,2009.0,10.0,2.0,1048686.0,0.1747751741608613,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
30.042,300000.0,8771757.0,91.0,3702.0,6.693,1979.0,4.0,3.0,8471757.0,28.23919,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
30.027,27000000.0,20158808.0,102.0,3514.0,7.196,1984.0,4.0,3.0,-6841192.0,-0.2533774814814815,0,0,1,3,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
29.999,60000000.0,141702264.0,78.0,1997.0,5.55,2006.0,6.0,3.0,81702264.0,1.3617044,0,0,1,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29.957,54000000.0,320689294.0,103.0,2993.0,5.9,1996.0,11.0,2.0,266689294.0,4.93869062962963,0,0,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29.952,30000000.0,85897593.0,84.0,1443.0,4.0,2008.0,1.0,3.0,55897593.0,1.8632531,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.932,30000000.0,48428063.0,79.0,3117.0,6.9,2009.0,8.0,2.0,18428063.0,0.6142687666666666,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
29.922,23000000.0,86930411.0,85.0,2022.0,6.785,1991.0,6.0,4.0,63930411.0,2.7795830869565217,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.92,70000000.0,105713218.0,141.0,4915.0,7.046,2018.0,10.0,2.0,35713218.0,0.5101888285714286,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
29.897,1500000.0,65000000.0,92.0,1514.0,7.0,1988.0,2.0,4.0,63500000.0,42.333333333333336,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29.885,85000000.0,298572799.0,86.0,2955.0,6.5,2008.0,3.0,0.0,213572799.0,2.5126211647058825,0,0,1,3,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
29.868,30000000.0,216763646.0,132.0,8481.0,7.962,2004.0,12.0,2.0,186763646.0,6.2254548666666665,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29.867,80000000.0,181001478.0,117.0,3353.0,7.356,2002.0,7.0,4.0,101001478.0,1.262518475,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
29.852,120000000.0,169956806.0,78.0,2111.0,5.7,2002.0,7.0,4.0,49956806.0,0.4163067166666667,0,0,1,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29.833,32000000.0,156167015.0,133.0,1617.0,6.3,1989.0,6.0,1.0,124167015.0,3.88021921875,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29.821,21000000.0,97409779.0,94.0,2159.0,6.2,2019.0,5.0,3.0,76409779.0,3.638560904761905,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
